"","AlarmStart","AlarmEnd","ExecutionAtStart","ModeAtStart","ExecutionAtEnd","ModeAtEnd","AlarmText","AlarmPath","AlarmCount","DurationTotal","DurationModeAuto","DurationModeManual","DurationModeMDI","DurationExecutionReady","DurationExecutionActive","DurationExecutionStopped","IA","SA","RA","AA","IM","SM","RM","AM","ID","SD","RD","AD","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105"
"24","2011-07-19 07:30:38","2011-07-19 07:30:47","READY","MANUAL","STOPPED","MANUAL","CHUCK BARRIER","SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>","2","3.91","0","3.91","0","3.91","0","0",0,0,0,0,0,0,4,0,0,0,0,0,"READY/MANUAL:","2","22.22","STOPPED/MANUAL:","0","0","NORMAL:","5","55.56","READY/MANUAL:","2","22.22","STOPPED/MANUAL:","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-07-21 00:23:15","2011-07-21 00:24:03","READY","MANUAL","STOPPED","MANUAL","CHUCK BARRIER","SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>","5","21.93","0","21.93","0","21.93","0","0",0,0,0,0,0,0.900000095367432,21.0999999046326,0,0,0,0,0,"READY/MANUAL:","2.09999990463257","4.37","STOPPED/MANUAL:","0.900000095367432","1.88","NORMAL:","16","33.33","READY/MANUAL:","2","4.17","NORMAL:","3","6.25","READY/MANUAL:","3","6.25","NORMAL:","3","6.25","READY/MANUAL:","1","2.08","NORMAL:","4","8.33","READY/MANUAL:","13","27.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2011-06-25 05:04:59","2011-06-25 05:09:41","STOPPED","AUTOMATIC","STOPPED","AUTOMATIC","SPINDLE MALFUNCTION 2","SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>","7","278","100.06","177.94","0","0","0","278",0,99.9300000667572,0.0699999332427979,0,0,178,0,0,0,0,0,0,"READY/AUTOMATIC:","0.0699999332427979","0.02","STOPPED/AUTOMATIC:","95.9300000667572","34.02","NORMAL:","1","0.35","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","1","0.35","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","1","0.35","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","0","0","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","1","0.35","STOPPED/MANUAL:","25","8.87","NORMAL:","0","0","STOPPED/MANUAL:","153","54.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2011-06-30 13:26:57","2011-06-30 13:37:33","STOPPED","AUTOMATIC","STOPPED","AUTOMATIC","SPINDLE MALFUNCTION 2","SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>","8","630.2","404.08","226.12","0","0","0","630.2",0.0199999809265137,397.990000009536,0,0,0,231.990000009537,0,0,0,0,0,0,"INTERRUPTED/AUTOMATIC:","0.0199999809265137","0","STOPPED/AUTOMATIC:","28.9800000190735","4.56","NORMAL:","1","0.16","STOPPED/AUTOMATIC:","369.009999990463","58.02","STOPPED/MANUAL:","5.99000000953674","0.94","NORMAL:","0","0","STOPPED/MANUAL:","2","0.31","NORMAL:","1","0.16","STOPPED/MANUAL:","0","0","NORMAL:","1","0.16","STOPPED/MANUAL:","45","7.08","NORMAL:","2","0.31","STOPPED/MANUAL:","0","0","NORMAL:","1","0.16","STOPPED/MANUAL:","179","28.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2011-07-13 12:14:41","2011-07-13 12:25:24","STOPPED","MANUAL","STOPPED","MANUAL","SPINDLE MALFUNCTION 2","SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>","7","642.79","0","642.79","0","0","0","642.79",0,269.97000002861,0,0,0,372.990000009537,0.0399999618530273,0,0,0,0,0,"READY/MANUAL:","0.0399999618530273","0.01","STOPPED/MANUAL:","45.960000038147","7.15","NORMAL:","0","0","STOPPED/MANUAL:","1","0.16","NORMAL:","0","0","STOPPED/MANUAL:","1","0.16","NORMAL:","0","0","STOPPED/MANUAL:","36","5.6","NORMAL:","0","0","STOPPED/MANUAL:","1","0.16","NORMAL:","0","0","STOPPED/MANUAL:","169","26.28","NORMAL:","0","0","STOPPED/MANUAL:","119.02999997139","18.51","STOPPED/AUTOMATIC:","269.97000002861","41.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2011-07-19 22:01:20","2011-07-19 22:08:17","STOPPED","AUTOMATIC","STOPPED","AUTOMATIC","SPINDLE MALFUNCTION 2","SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>","8","406.18","406.18","0","0","0","0","406.18",0,406,0,0,0,0,0,0,0,0,0,0,"STOPPED/AUTOMATIC:","237","56.83","NORMAL:","0","0","STOPPED/AUTOMATIC:","1","0.24","NORMAL:","1","0.24","STOPPED/AUTOMATIC:","0","0","NORMAL:","1","0.24","STOPPED/AUTOMATIC:","0","0","NORMAL:","1","0.24","STOPPED/AUTOMATIC:","1","0.24","NORMAL:","3","0.72","STOPPED/AUTOMATIC:","0","0","NORMAL:","5","1.2","STOPPED/AUTOMATIC:","14","3.36","NORMAL:","0","0","STOPPED/AUTOMATIC:","153","36.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2011-07-13 12:29:10","2011-07-13 12:29:28","STOPPED","MANUAL","STOPPED","MANUAL","OVERLOAD","SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>","1","18.01","0","18.01","0","0","0","18.01",0,0,0,0,0,17.9200000762939,0.0799999237060547,0,0,0,0,0,"READY/MANUAL:","0.0799999237060547","0.44","STOPPED/MANUAL:","17.9200000762939","99.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2011-06-25 05:04:59","2011-06-25 05:09:41","STOPPED","AUTOMATIC","STOPPED","AUTOMATIC","SPINDLE SAFE OPER. SYSTEM ALARM","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","7","278","100.06","177.94","0","0","0","278",0,99.9300000667572,0.0699999332427979,0,0,178,0,0,0,0,0,0,"READY/AUTOMATIC:","0.0699999332427979","0.02","STOPPED/AUTOMATIC:","95.9300000667572","34.02","NORMAL:","1","0.35","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","1","0.35","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","1","0.35","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","0","0","STOPPED/AUTOMATIC:","1","0.35","NORMAL:","1","0.35","STOPPED/MANUAL:","25","8.87","NORMAL:","0","0","STOPPED/MANUAL:","153","54.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2011-06-30 13:26:57","2011-06-30 13:37:33","STOPPED","AUTOMATIC","STOPPED","AUTOMATIC","SPINDLE SAFE OPER. SYSTEM ALARM","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","8","630.2","404.08","226.12","0","0","0","630.2",0.0199999809265137,397.990000009536,0,0,0,231.990000009537,0,0,0,0,0,0,"INTERRUPTED/AUTOMATIC:","0.0199999809265137","0","STOPPED/AUTOMATIC:","28.9800000190735","4.56","NORMAL:","1","0.16","STOPPED/AUTOMATIC:","369.009999990463","58.02","STOPPED/MANUAL:","5.99000000953674","0.94","NORMAL:","0","0","STOPPED/MANUAL:","2","0.31","NORMAL:","1","0.16","STOPPED/MANUAL:","0","0","NORMAL:","1","0.16","STOPPED/MANUAL:","45","7.08","NORMAL:","2","0.31","STOPPED/MANUAL:","0","0","NORMAL:","1","0.16","STOPPED/MANUAL:","179","28.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2011-07-13 12:14:41","2011-07-13 12:25:24","STOPPED","MANUAL","STOPPED","MANUAL","SPINDLE SAFE OPER. SYSTEM ALARM","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","7","642.79","0","642.79","0","0","0","642.79",0,269.97000002861,0,0,0,372.990000009537,0.0399999618530273,0,0,0,0,0,"READY/MANUAL:","0.0399999618530273","0.01","STOPPED/MANUAL:","45.960000038147","7.15","NORMAL:","0","0","STOPPED/MANUAL:","1","0.16","NORMAL:","0","0","STOPPED/MANUAL:","1","0.16","NORMAL:","0","0","STOPPED/MANUAL:","36","5.6","NORMAL:","0","0","STOPPED/MANUAL:","1","0.16","NORMAL:","0","0","STOPPED/MANUAL:","169","26.28","NORMAL:","0","0","STOPPED/MANUAL:","119.02999997139","18.51","STOPPED/AUTOMATIC:","269.97000002861","41.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2011-07-19 22:01:19","2011-07-19 22:08:17","STOPPED","AUTOMATIC","STOPPED","AUTOMATIC","SPINDLE SAFE OPER. SYSTEM ALARM","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","8","407.15","407.15","0","0","0","0","407.15",0,406.97000002861,0.0299999713897705,0,0,0,0,0,0,0,0,0,"READY/AUTOMATIC:","0.0299999713897705","0.01","STOPPED/AUTOMATIC:","237.97000002861","56.93","NORMAL:","0","0","STOPPED/AUTOMATIC:","1","0.24","NORMAL:","1","0.24","STOPPED/AUTOMATIC:","0","0","NORMAL:","1","0.24","STOPPED/AUTOMATIC:","0","0","NORMAL:","1","0.24","STOPPED/AUTOMATIC:","1","0.24","NORMAL:","3","0.72","STOPPED/AUTOMATIC:","0","0","NORMAL:","5","1.2","STOPPED/AUTOMATIC:","14","3.35","NORMAL:","0","0","STOPPED/AUTOMATIC:","153","36.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2011-07-01 10:58:24","2011-07-01 11:12:38","INTERRUPTED","AUTOMATIC","INTERRUPTED","AUTOMATIC","SYSTEM ERROR","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","4","853.99","853.99","0","0","0","0","0",853.910000085831,0,0,0,0,0,0.0899999141693115,0,0,0,0,0,"READY/MANUAL:","0.0899999141693115","0.01","INTERRUPTED/AUTOMATIC:","853.910000085831","99.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2011-07-06 02:58:38","2011-07-06 02:59:23","READY","MANUAL","READY","MANUAL","INCOMPLETE TOOL DATA","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","2","44.96","0","44.96","0","23.92","0","21.04",0,0,0,0,0,1.04999995231628,43.9500000476838,0,0,0,0,0,"READY/MANUAL:","2","4.44","STOPPED/MANUAL:","0.0499999523162842","0.11","READY/MANUAL:","0.990000009536743","2.2","STOPPED/MANUAL:","0.0499999523162842","0.11","READY/MANUAL:","20.9100000858307","46.47","NORMAL:","0","0","READY/MANUAL:","0.0899999141693115","0.2","STOPPED/MANUAL:","0.950000047683716","2.11","READY/MANUAL:","19.960000038147","44.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-07-13 12:29:10","2011-07-13 12:32:09","STOPPED","MANUAL","STOPPED","MANUAL","SAFE OPERATION SYSTEM ALARM","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","3","177.18","0","177.18","0","0","0","177.18",0,0,0,0,0,176.920000076294,0.0799999237060547,0,0,0,0,0,"READY/MANUAL:","0.0799999237060547","0.04","STOPPED/MANUAL:","18.9200000762939","10.57","NORMAL:","1","0.56","STOPPED/MANUAL:","2","1.12","NORMAL:","1","0.56","STOPPED/MANUAL:","156","87.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-07-14 03:30:55","2011-07-14 03:30:58","INTERRUPTED","AUTOMATIC","STOPPED","AUTOMATIC","ILLEGAL CYCLE START","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","1","3.07","3.07","0","0","0","0","0",3,0,0,0,0,0,0,0,0,0,0,0,"INTERRUPTED/AUTOMATIC:","3","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-07-21 05:51:35","2011-07-21 05:51:38","READY","AUTOMATIC","STOPPED","AUTOMATIC","ILLEGAL CYCLE START","SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>","1","2.99","2.99","0","0","2.99","0","0",0,0,3,0,0,0,0,0,0,0,0,0,"READY/AUTOMATIC:","3","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2011-07-02 23:55:30","2011-07-02 23:55:33","ACTIVE","AUTOMATIC","READY","AUTOMATIC","START PROCESS ILLEGAL","SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>","1","3.06","3.06","0","0","0","3.02","0.04",0,0,0,3,0,0,0,0,0,0,0,0,"ACTIVE/AUTOMATIC:","3","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-07-06 03:08:56","2011-07-06 03:09:20","ACTIVE","AUTOMATIC","STOPPED","MANUAL","FINISH DEPTH OF CUT ZERO","SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>","1","24","24","0","0","0","17.06","0",0,0,0.0299999713897705,17.0599999427795,6.91000008583069,0,0,0,0,0,0,0,"READY/AUTOMATIC:","0.0299999713897705","0.12","ACTIVE/AUTOMATIC:","17.0599999427795","71.08","INTERRUPTED/MANUAL:","6.91000008583069","28.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-07-06 04:21:52","2011-07-06 04:21:53","ACTIVE","AUTOMATIC","STOPPED","AUTOMATIC","RESTART IMPOSSIBLE","SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>","1","1.06","1.06","0","0","0","1.06","0",0,0,0,1,0,0,0,0,0,0,0,0,"ACTIVE/AUTOMATIC:","1","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-07-11 13:21:34","2011-07-11 13:21:40","ACTIVE","AUTOMATIC","STOPPED","AUTOMATIC","PROGRAM NO. NOT FOUND","SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>","1","5.96","5.96","0","0","0","5.96","0",0,0.00999999046325684,0.0799999237060547,5.91000008583069,0,0,0,0,0,0,0,0,"STOPPED/AUTOMATIC:","0.00999999046325684","0.17","READY/AUTOMATIC:","0.0799999237060547","1.33","ACTIVE/AUTOMATIC:","5.91000008583069","98.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-07-14 21:33:17","2011-07-14 21:33:19","ACTIVE","AUTOMATIC","STOPPED","AUTOMATIC","PROGRAM NO. NOT FOUND","SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>","1","2","2","0","0","0","2","0",0,0,0.00999999046325684,1.99000000953674,0,0,0,0,0,0,0,0,"READY/AUTOMATIC:","0.00999999046325684","0.5","ACTIVE/AUTOMATIC:","1.99000000953674","99.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
